강릉
	1
	1
	2
	2
	2
	2
	0
	0
	2
	2
	3
	2
	2
거창
	-5
	-5
	-4
	-4
	-3
	-3
	-6
	-6
	-4
	-4
	-1
	1
	-1
경주
	-2
	-2
	-2
	-2
	-1
	-1
	-3
	-3
	-2
	-2
	2
	5
	3
고창
	-1
	-1
	1
	1
	1
	1
	-3
	-3
	2
	2
	5
	5
	2
광양
	1
	1
	3
	3
	4
	4
	0
	0
	3
	3
	6
	6
	5
광주
	-1
	-1
	1
	1
	2
	2
	-1
	-1
	2
	2
	5
	5
	2
군산
	-3
	-3
	-1
	-1
	0
	0
	-4
	-4
	0
	0
	2
	3
	1
나주
	-2
	-2
	0
	0
	-1
	-1
	-4
	-4
	0
	0
	4
	4
	0
남원
	-4
	-4
	-1
	-1
	-1
	-1
	-5
	-5
	-1
	-1
	2
	3
	-1
대구
	-2
	-2
	-1
	-1
	0
	0
	-2
	-2
	-1
	-1
	3
	4
	2
대전
	-3
	-3
	-2
	-2
	-1
	-1
	-4
	-4
	-1
	-1
	1
	3
	0
목포
	2
	2
	3
	3
	3
	3
	0
	0
	3
	3
	6
	5
	3
무주
	-5
	-5
	-4
	-4
	-2
	-2
	-7
	-7
	-3
	-3
	0
	0
	-3
부산
	0
	0
	2
	2
	3
	3
	1
	1
	5
	5
	7
	8
	5
서귀포
	5
	5
	7
	7
	8
	8
	6
	6
	9
	9
	11
	10
	8
서울
	-2
	-2
	-2
	-2
	-2
	-2
	-4
	-4
	-3
	-3
	-1
	0
	0
세종
	-5
	-5
	-5
	-5
	-3
	-3
	-5
	-5
	-2
	-2
	1
	1
	-3
수원
	-3
	-3
	-2
	-2
	-3
	-3
	-4
	-4
	-2
	-2
	-1
	1
	0
순천
	0
	0
	2
	2
	2
	2
	-1
	-1
	2
	2
	5
	5
	2
안동
	-5
	-5
	-5
	-5
	-3
	-3
	-6
	-6
	-5
	-5
	0
	2
	-1
여수
	2
	2
	4
	4
	4
	4
	1
	1
	4
	4
	6
	6
	4
영동
	-5
	-5
	-4
	-4
	-3
	-3
	-7
	-7
	-3
	-3
	0
	0
	-3
울릉도
	3
	3
	4
	4
	4
	4
	2
	2
	3
	3
	4
	4
	3
울산
	-1
	-1
	0
	0
	1
	1
	-1
	-1
	1
	1
	4
	6
	4
울진
	-2
	-2
	0
	0
	0
	0
	-1
	-1
	0
	0
	2
	4
	2
원주
	-4
	-4
	-3
	-3
	-2
	-2
	-5
	-5
	-3
	-3
	-1
	-1
	-2
이천
	-4
	-4
	-4
	-4
	-4
	-4
	-6
	-6
	-5
	-5
	-2
	-1
	-2
인천
	-1
	-1
	-1
	-1
	-1
	-1
	-3
	-3
	-1
	-1
	0
	1
	1
전주
	-2
	-2
	0
	0
	0
	0
	-3
	-3
	0
	0
	3
	4
	1
정읍
	-2
	-2
	0
	0
	0
	0
	-4
	-4
	0
	0
	3
	3
	1
제주
	6
	6
	7
	7
	8
	8
	6
	6
	8
	8
	10
	10
	8
진주
	-5
	-5
	-4
	-4
	-3
	-3
	-5
	-5
	-3
	-3
	1
	3
	1
창원
	-1
	-1
	0
	0
	1
	1
	-1
	-1
	1
	1
	4
	5
	3
청주
	-2
	-2
	-2
	-2
	-1
	-1
	-3
	-3
	-1
	-1
	1
	2
	0
춘천
	-5
	-5
	-4
	-4
	-4
	-4
	-6
	-6
	-4
	-4
	-2
	-3
	-3
충주
	-5
	-5
	-4
	-4
	-3
	-3
	-6
	-6
	-3
	-3
	-1
	0
	-2
통영
	0
	0
	2
	2
	2
	2
	1
	1
	4
	4
	6
	6
	3
파주
	-6
	-6
	-6
	-6
	-7
	-7
	-7
	-7
	-6
	-6
	-3
	-2
	-4
평택
	-2
	-2
	-2
	-2
	-1
	-1
	-5
	-5
	-2
	-2
	1
	1
	-2
포항
	0
	0
	2
	2
	2
	2
	0
	0
	1
	1
	3
	6
	4
홍성
	-4
	-4
	-3
	-3
	-1
	-1
	-5
	-5
	-1
	-1
	1
	1
	-3
